A Doonesbury comic from 1999 predicted Donald Trump's presidential run in 2016.,MIXTURE,
"WhatsApp will share personal user information with Facebook, who will make it  publicly available.",False,
"A Michigan farmer was forced to destroy 40,000 edible cherries to make way for cherries imported from outside the U.S.",mixture,
"Ted Nugent called Colin Kaepernick a ""chimp"" when discussing the President's support for the athlete's protest.",false,
A photograph shows a young woman staring down a police officer during a pipeline protest in North Dakota.,FALSE,
Canada has legalized heroin for general use.,mixture,
Ted Cruz said he'd run as a Democrat against Donald Trump if Hillary Clinton had to drop out of the 2016 presidential race.,false,
"Hillary Clinton was responsible for the siege on the Branch Davidian compound in Waco, Texas, that ended with 76 civilian deaths.",false,
"Libertarian presidential candidate Gary Johnson said ""guns can be made full auto by removing the firing pins.""",mostly false,
"Donald Trump attended a hate group gathering ""snubbed"" by former GOP candidates Mitt Romney and John McCain.",Mixture,
"A truck carrying a shipment of Samsung smartphones exploded, killing three people.",false,
"The September 2016 issue of ""Boys' Life"" explores future careers and personal development, but the same month's issue of ""Girls' Life"" features articles about how to be pretty, showing a disparity in the way the media treats boys and girls.",mixture,
Donald Trump bragged that he had tallest building in downtown Manhattan after the 9/11 attacks destroyed the World Trade Center.,mixture,
A muscular breed of “super cattle” is genetically engineered to provide as much meat as possible.,mostly true,
"A video shows a ""mysterious rain"" all falling in ""one spot.""",FALSE,
"A photograph shows a group of sheep squeezing through a gate, despite no fence hemming them in.",FALSE,
Charmin had introduced a Pumpkin Spice variety of toilet paper.,false,
A zoo in China named a baby gorilla Harambe McHarambeface.,FALSE,
"All Alaska residents who live in the state 190 days a year and who are not felons receive $2,000 a year.",mixture,
A new federal law will bar persons under the age of 18-years old from riding as passengers on motorcycles.,FALSE,
"The U.S. Bureau of Land Management (BLM) has voted to euthanize 44,000 wild horses.",mostly false,
"Leaked medical records, combined with viral images and videos, prove that Hillary Clinton is suffering from subcortical vascular dementia and has only one year to live.",False,
Pittsburgh Steelers linebacker James Harrison issued a tweet threatening teammates who were considering kneeling during the national anthem.,FALSE,
"Dallas Cowboys owner Jerry Jones told his players they were ""actors"" playing the role of ""patriotic super heroes"" and therefore had to stand during the playing of the U.S. national anthem.",incorrectly attributed,
"Hillary Clinton was reported dead on 11 September 2016, but the news was subsequently covered up and she was replaced by a body double.",false,
President Obama said that the United States deserved being attacked by terrorists on 9/11 because we didn't respect Islam.,FALSE,
Romanian newspaperman Cornel Nistorescu penned a pro-America editorial immediately after the 9/11 terrorist attacks.,correctly attributed,
The Democratic National Committee is meeting to consider replacing presidential nominee Hillary Clinton.,Unproven,
A black-and-white photograph shows children playing on  frighteningly dangerous (by modern standards)  playground equipment in a public park.,True,
"In 2013, Donald Trump extended his best wishes to all, even the ""haters and losers,"" via Twitter on the anniversary of 9/11.",TRUE,
Drilling into the shell of an iPhone 7 will reveal the device's missing headphone jack.,FALSE,
The country of Sweden is officially moving to a 6-hour workday.,MOSTLY FALSE,
"A woman who appeared in New York after Hillary Clinton left a 9/11 memorial service for medical reasons was body double Teresa Barnwell, not Clinton herself.",false,
Facebook is banning all Christian-themed content but will allow every other religion to share faith-based material on their social network.,false,
The NFL fined players for violating league uniform rules by wearing 9/11 memorial cleats during football games played on 11 September 2016.,mixture,
A Disney cartoon shows Mickey Mouse using an unusual method to make Swiss cheese.,false,
Photographs show a New Jersey monument to the victims of 9/11 that was donated by Russia.,true,
The 9/11 terrorist attacks trapped a World Trade Center employee inadvertently revealing his adulterous activities to his wife.,legend,
Photos and video clips narrated by a medical doctor demonstrate that Democratic presidential candidate Hillary Clinton likely has Parkinson's disease.,False,
Hillary Clinton said that she would be 'disappointed' if her daughter Chelsea married a black man.,FALSE,
A farm kid's humorous letter home describes life as a Marine.,legend,
"Individuals fleeing danger can request to be ""unlisted"" in a hotel so no one can find them.",unproven,
"A photograph taken by a responding police officer shows a couple passed out in their vehicle from a suspected heroin overdose, with their child in the back seat.",True,
A Taco Bell employee refused a $2 bill from a customer because he thought it wasn't real.,legend,
WikiLeaks founder Julian Assange said Bernie Sanders was threatened to drop out of the presidential race.,false,
Brock Turner's father lamented that that the victim in his son's sexual assault case received no punishment.,false,
"Ann Scott, the wife of Florida's governor, owns a Zika mosquito spraying business.",mixture,
"A photograph shows Ivanka Trump grinding on the lap of her father, Donald Trump.",mixture,
"Obama twice described Americans as ""lazy"" during a town hall meeting in Laos.",Mostly False,
The character of Ensign Chekov was added to the television series 'Star Trek' because an editorial in the Communist newspaper Pravda had criticized the lack of a Soviet crewman on board the U.S.S. Enterprise.,legend,
Hillary Clinton wore a 'secret earpiece' at NBC's Commander-In-Chief forum.,FALSE,
The theme to the original 'Star Trek' television includes never-used lyrics.,true,
Prophylactic maker Durex is producing an eggplant-flavored condom.,FALSE,
President Obama has announced he'll refuse to leave office if Donald Trump is elected President.,False,
"President Obama called Russian president Vladimir Putin a ""jackass"" at the close of the G20 summit.",False,
Nearly 5 million uncounted California ballots cast for Bernie Sanders were found on Hillary Clinton's private email server by the F.B.I.,false,
A viral video shows a newborn baby delivered inside an intact amniotic sac.,True,
You should avoid eating green potatoes because they are poisonous.,mostly false,
A fake news article reported that a cross-eyed woman cut off her partner's penis after he refused to look her in the eye during sex.,FALSE,
"An unidentified flying object passes above SpaceX’s Falcon-9 rocket at the same moment it explodes, suggesting the rocket’s destruction was intentional.",unproven,
The U.S. Drug Enforcement Agency (DEA)  has classified kratom as a Schedule I substance as of  30 September 2016.,mixture,
George Soros said that he funded the Black Lives Matter movement because he wanted to 'bring down the United States' and 'the black community is the easiest to manipulate.',FALSE,
The Red Cross gave out meager and unappetizing meals to Louisiana flood victims.,Mixture,
Purple paint on a fence post indicates that you are in danger and should leave the area immediately.,MIXTURE,
A photograph shows a large waterspout produced by Hurricane Hermine off the coast of North Carolina.,FALSE,
A Muslim woman entered a co-ed hair salon and demanded all the men there leave so she could take off her veil to get her hair done.,mixture,
"Image depicts a huge, inexplicably half-eaten shark found on a Florida beach.",mixture,
"A young couple was assaulted in Chicago, causing them to move back to Arizona after just one day in the city.",Unproven,
"Phyllis Schlafly once said, ""There will be a woman president over my dead body.""",False,
Looking for a gap between an object and its reflection is a way to distinguish two-way mirrors from ordinary mirrors.,partly true,
You can win a free tiny house by liking and sharing a Facebook page and post.,false,
President Obama asked Americans not to hold 9/11 victim tributes because they are offensive to Muslims.,FALSE,
"Comedian Bill Murray is running for president and proclaimed religion to be ""the worst enemy of mankind.""",FALSE,
"The atheist mayor of DeQuincy, Louisiana, fired a firefighter for praying at the scene of a fire.",false,
President Obama is planning on lighting the Empire State Building green to celebrate the Muslim holiday of Eid al-Fitr on 11 September 2016.,FALSE,
President Obama ordered five first-line U.S. aircraft carriers into port together in a shocking breach of military protocol.,mostly false,
A store in a Houston shopping closed on September 11 to honor one of the 9/11 hijackers.,false,
Mexican troops provided aid to U.S. residents in the chaotic aftermath of Hurricane Katrina.,true,
Video shows a woman being hit by a car after fleeing her home from a prank intruder.,false,
Phillip Morris has announced the introduction of Marlboro M brand marijuana cigarettes.,false,
Singer Miley Cyrus drowned in a bathtub due to a prescription drug overdose.,false,
"A photograph shows Donald Trump, Muhammad Ali, and Rosa Parks after receiving the Ellis Island Medal of Honor in 1986.",TRUE,
"When asked by Hillary Clinton why she thought the U.S. hasn't had a female president yet, Mother Teresa answered, ""Because you probably aborted her.""",unproven,
A woman in Idaho was sentenced to seven years in prison for breastfeeding in public.,FALSE,
CBS reporter Hannah Chanpong tweeted that Hillary Clinton was dropping out of the 2016 presidential race.,FALSE,
"Dr. Hardin B. Jones recently revealed that chemotherapy doesn't work 97% of the time, and doctors only recommend it to get kickbacks.",False,
"A video shows a chimpanzee rapidly memorizing the location of numbers from 1-9 on a touch screen, demonstrating its ability to recall their location by tapping (in sequential order) boxes that covered those numbers after a fraction of a second.",mostly true,
"A Spanish fisherman survived in a whale's belly for three days before being ""flushed out"" alive.",FALSE,
The Los Angeles Times stopped publishing work by cartoonist Dixon Diaz because he criticized Hillary Clinton.,FALSE,
"The CDC has proposed a new rule enabling the agency to ""apprehend and detain anyone, anywhere, at any time, without Due Process or any right of appeal"" and ""administer forced vaccinations.""",false,
Photographs show thousands and thousands of unsold new cars deteriorating in storage lots until they are scrapped.,false,
Billionaire George Soros predicted Donald Trump will win the popular vote by a landslide but lose to Hillary Clinton because the election is rigged.,False,
Aerial spraying of an insecticide targeting Zika-carrying mosquitoes in South Carolina resulted in the deaths of millions of bees.,True,
"President Obama pardoned a ""violent crackhead"" named Wendell Callahan, who went on to murder a woman and her two small children.",mostly false,
An Australian military veteran single-handedly beat up eight Muslim men who attacked his wife.,Unproven,
"The numbers on a toaster indicate duration of toasting in minutes, and not a ""degree of toastiness.""",false,
The Wall Street Journal ran a Donald Trump story with different headlines in different markets in order to sway voters.,mixture,
"A map shows the results of the 2012 election if ""only taxpayers voted.""",FALSE,
"Republican nominee Donald Trump called President Barack Obama a ""lying n*****r"" during a confrontation.",False,
Controversial San Francisco 49ers quarterback Colin Kaepernick has worn socks depicting police officers as pigs.,True,
The former Florida representative and wrote an angry column about 49ers quarterback Colin Kaepernick on his personal blog.,True,
Photographs show a border fence between the countries of Mexico and Guatemala.,false,
"A video depicts a Chinese vendor making ""synthetic cabbages"" for sale in American restaurants and supermarkets.",false,
Krispy Kreme is giving free doughnuts to anyone who talks or dresses like a pirate on 19 September 2016.,True,
"The Bureau of Alcohol, Firearms and Tobacco (ATF) has reclassified wet nitrocellulose as a high explosive.",Mixture,
Sylvester Stallone was found dead at his Los Angeles home at age 69.,FALSE,
A video shows a hawk snatching up a snake and dropping it amidst a family's barbecue.,FALSE,
A video shows a Disney Princess in Tokyo with a dress that changes color at will.,FALSE,
"United States Special Forces killed a giant in Kandahar in 2002, and the government is trying to cover it up.",False,
"At a press conference, NFL quarterback Colin Kaepernick wore a T-shirt bearing photos of Malcolm X and communist dictator Fidel Castro.",True,
Hillary Clinton used a green screen to add fake audience members during her August 2016 speech in Nevada.,FALSE,
Bill Maher and Michael Moore snuck onto Donald Trump's plane and stole his tax returns.,false,
"John Kerry suggested that the media cover acts of terrorism less often, and perhaps people might not ""know what's going on.""",true,
"A Kentucky food stamp recipient has more than $5,000 in unused food stamp benefits and is thus abusing the system.",Unproven,
A photograph shows members of the U.S. government sitting during the recitation of the Pledge of Allegiance.,mixture,
"Pokémon GO developer Niantic is working on Harry Potter Go, to be released in early 2017.",false,
Colin Kaepernick was found dead in a San Francisco home during a controversy over his refusal to stand during the national anthem.,false,
Taxpayers are picking up the tab for food shelves in Minneapolis to provide halal food to Muslims on welfare.,False,
A photograph shows a praying mantis after it killed a hummingbird.,TRUE,
The FDA said Frosted Flakes are healthier than avocados.,mostly false,
CNN showed an altered version of a tweet written by Donald Trump during a news segment.,True,
Pastor Joel Osteen apologized for using the Lord's name in a sermon.,false,
A video shows a shark attacking a surfer.,FALSE,
An online coupon offers shoppers $90 off any purchase in a Food Lion grocery store.,False,
"The Red Cross banned prayer in all disaster shelters, even those in churches.",false,
A photograph shows three 'smiling' birds next to a 'smiling' sun.,FALSE,
"Baseball player Jackie Robinson said, ""I cannot stand and sing the anthem. I cannot salute the flag; I know that I am a black man in a white world.""",True,
Eleven states have banned the use of electronic vehicles inside cars.,false,
John F. Kennedy Jr. was a frontrunner for a U.S. Senate seat from New York just before he was killed in a suspicious plane crash in 1999.,False,
"Donald Trump's campaign chief Steve Bannon said that injectable birth control makes women fat and prevents them from getting ""man meat"" injections.",mixture,
The U.S. government has announced  they are planning to permanently ban Pokemon Go.,false,
Neil deGrasse Tyson addressed gender inequality on Twitter by tearing apart a joke about women in science.,false,
A South Carolina high school principal banned U.S. flags from football games.,MOSTLY FALSE,
Mike Pence called for a condom ban because he said their use leads to abortions.,false,
Hillary Rodham failed her 1973 attempt to pass the District of Columbia bar exam.,true,
The Clinton Foundation rates higher than the Red Cross in charity rankings.,mixture,
Photographs show 49ers quarterback Colin Kaepernick shortly after he converted to Islam.,FALSE,
The principal of Mountain Dell Elementary School in Oregon sent a letter to parents informing them that the Pledge of Allegiance will be banned for the remainder of the school year.,False,
A rare 'marbled fuark' was captured on camera in Eastern Cambodia.,FALSE,
"North Dakota Governor Jack Dalrymple gave the ""green light"" to shoot indigenous people on sight.",FALSE,
"Eagles extend their lifespans by removing their beaks, talons, and feathers in order to grow new ones.",false,
A farmer who attempted to rope a deer described the hilariously painful experience.,legend,
Metallica singer James Hetfield has earned a PhD in astrophysics.,FALSE,
A high school boy was shot by a police officer who mistook his saxophone for a gun.,false,
Mike Pence was recaptured after he attempted to escape from Donald Trump's campaign bus.,FALSE,
"President Obama ""enforced"" an Islamic opening prayer in the U.S. House of Representatives.",False,
Mylan CEO Heather Bresch as attacked by a bee swarm whilst strolling in a park and no one nearby had an EpiPen on hand to assist her because they're too expensive.,False,
Usain Bolt donated his entire $20 million earnings from the Olympic Games to his Jamaican high school.,FALSE,
Kinking an electrical wire stops electricity flow like kinking a garden hose stops water.,False,
The maternal death rate in Texas has spiked in recent years due to funding cuts for reproductive health clinics.,unproven,
"Based on information he learned from library books, school drop-out William Kamkwamba built a windmill out of scrap parts and brought electricity to his village in Malawia.",True,
"Presidential candidate Donald Trump said he'll be ""more popular than fried chicken and watermelon"" in the black community.",False,
A photograph shows two motorcyclists on a beach protesting a 2016 burkini ban in France.,FALSE,
"Cheez-It brand crackers contain the preservative TBHQ, which is made from butane and is dangerous to consume.",MOSTLY FALSE,
Mylan CEO Heather Bresch donated a large sum of money to the Clinton Foundation.,Mostly false,
"During a radio interview, Rosie O'Donnell said, ""I'd like to take my period blood and smear it all over Christians' [or pro-life people's] faces.""",Mixture,
"SUNY Binghamton is offering a ""Stop White People"" course.",mostly false,
Photograph shows Tennessee public school students being forced to pray in a mosque.,False,
The state cut off water access to Native Americans protesting the Dakota Access Pipeline.,mostly false,
Pastor Creflo Dollar was told by God to endorse Donald Trump.,FALSE,
The children's TV show 'Barney & Friends'  was based on a 1930s serial killer.,FALSE,
The state of California pays criminals not to kill and sends them on free vacations.,Mixture,
"While collegiate athletes were sentenced lightly for serious crimes, a homeless mother was sentenced to five years in prison for enrolling her son in a Connecticut school.",mixture,
Bill and Melinda Gates started a web site to give away free college textbooks.,MIXTURE:,
"Rush Limbaugh accused President Obama and the Democrats of recruiting lesbian farmers to ""attack"" conservative rural areas of the U.S.",True,
Michele Bachmann said that white people suffered more under the Obama administration than black people did during slavery.,false,
Astrophysicist Neil DeGrasse Tyson admonished a little girl who said she wanted to live on the planet Jupiter.,false,
"Peotone High School in Illinois banned American flags because they offend people and called an assembly to inform students U.S. flags would not be ""tolerated"" in any ""shape or form.""",false,
"Donald Trump issued a series of angry tweets calling God a ""dope,"" a ""clown,"" and a ""loser.""",False,
A video depicts a young woman's struggling to open a can of Spaghetti-Os as a crowd watches and cheers her eventual hard-won victory.,False,
A United States Army training slide labeled Hillary Clinton as an insider threat.,mixture,
A photograph of a 'My Daddy's Life Matters' sign included text explaining why its OK for police officers to shoot black men.,FALSE,
"President Lyndon B. Johnson once said, ""If you can convince the lowest white man he's better than the best colored man, he won't notice you're picking his pocket. Hell, give him somebody to look down on, and he'll empty his pockets for you.""",True,
Eerie clouds over Geneva were caused by the particle collider at CERN opening a portal to a new dimension.,False,
A woman who was impregnated by a goat has had a goat-child.,False,
A photograph shows a real portrait of Donald Trump and his family.,TRUE,
"President Obama said, ""Even terrorists have rights and we should respect them.""",False,
A tornado carried a mobile home for 130 miles  and left its occupants unharmed.,FALSE,
A KFC promotion offered Extra Crispy Sunscreen to consumers.,TRUE,
The movie 'Brokeback Mountain' is being remade with with Margot Robbie and Emma Watson in the lead roles.,FALSE,
A step-dad refused to pay for his daughter's wedding at the last minute because she allowed her biological father back into her life.,unproven,
Donald Trump donated flood relief money to the president of an anti-gay hate group.,Unproven,
Mark Zuckerberg's real name is Jacob Michael Greenberg and he is the grandson of billionaire David Rockefeller.,False,
A video shows a real dragon that fell from the sky in Tibet.,FALSE,
"An Army memorandum announces martial law training and preparation to begin at Fort Carson, Colorado, in September 2016.",False,
The second season of 'Stranger Things' will be written by Stephen King.,FALSE,
Red Bull and other brands of energy drinks contain bull semen.,false,
A video showing highly censored female athletes competing in the 2016 Olympics was broadcast by the Iranian Sports Channel.,FALSE,
Donald Trump dropped out of the presidential race in August 2016 due to a brain tumor.,FALSE,
Author J.K. Rowling was the first person to fall off of the Forbes billionaires list due to donating so much money to charity.,Mixture,
Donald Trump donated Play-Doh brand modeling clay to Louisiana flood victims.,mixture,
The Hobby Lobby chain is closing all its stores in protest over a federal contraceptives mandate.,false,
Video shows a humanoid creature of unknown species ambling through a Portuguese desert.,False,
PIctures show that Dodge is offering an elephant skin interior with their new Challenger SRT Hellcat.,MOSTLY FALSE,
Jean Hilliard made a full recovery after she was found frozen in sub-zero temperatures.,true,
Scented candles can cause cancer (or other major health problems).,Unproven,
Donald Trump wrote in 'The Art of the Deal' that he punched out his second grade music teacher.,mixture,
An old image of truck driver Reginald Denny advocates that drivers not stop for road-blocking protesters.,Mixture:,
"Donald Trump said that Harriet Tubman's face belongs on food stamps, not the $20 bill.",FALSE,
"Hillary Clinton disparaged nurses in the 1990s, remarking that they were just overpaid 'maids' or 'babysitters.'",unproven,
A video shows a real farm that gets rainbow cheese from rainbow cows.,FALSE,
In 2016 Halloween will fall on Friday the 13th for the first time in 666 years.,false,
Products from Pepsi and other major food producers are 'manufactured using the tissue of aborted human babies.',false,
An image shows the rejection letter Donald Trump received from Harvard University.,FALSE,
A tweet reproduces a 90-second long sentence from a Donald Trump speech.,true,
"A circulating list of nine historical ""facts"" about slavery accurately details the participation of non-whites in slave ownership and trade in America.",Mixture,
An 86-year-old woman's severely  painful and curved back was cured by her practicing yoga for a month.,Unproven,
"Stem cells can be harvested from baby teeth, so it's a good idea to preserve them in private stem cell banks for future use in medical treatments.",Mixture,
A customer discovered a deceased and discarded baby in a Kentucky Walmart's discount DVD bin.,false,
Tim Kaine said Caucasians must become a minority to atone for racism and oppression suffered by blacks.,False,
"Republican VP candidate Mike Pence  proclaimedthat ""the things Donald Trump says wouldn't hurt our campaign half as much if the press didn't report it.""",FALSE,
A leaked video depicts a human sacrifice conducted by researchers at the CERN nuclear research facility.,False,
"""Mutation Response Vehicle"" vehicles spotted near Longwood, Florida, are related to outbreaks of the Zika virus.",false,
"A viral e-mail claiming that Muslims can't be good Americans because they worship a ""moon God"" is a quote from former GOP presidential candidate Ben Carson.",incorrectly attributed,
Netflix has cancelled season 5 of the popular prison drama 'Orange Is the New Black.',FALSE,
A tote bag bears a slogan poking fun at people who fear Arabic writing.,true,
U.S. Gymnastics coaches Bela and Marta Karolyi were illegal immigrants.,false,
"A GIF shows a photographer's 'perfect timing,' setting off a camera's flash just as a gymnast performed a midair split.",TRUE,
"List of double entrendres collects ""the top nine comments made by NBC sports commentators during the Summer Olympics.""",false,
A photograph shows Hillary Clinton wearing a defibrillator under her clothes at a campaign event.,FALSE,
President Obama has issued an executive order banning the Pledge of Allegiance in U.S. schools.,false,
Police opened fire on a store mannequin after it failed to follow their orders.,false,
An image shows an advertisement for a real product called Johnson's Winking Glue.,FALSE,
"A page on Hillary Clinton's campaign web site about campus sexual assault was edited to remove wording about a victim's ""right to be believed.""",true,
"The boots on Neil Armstong's spacesuit don't match up with the ""footprints"" supposedly he left on the moon.",false,
A woman managed to call 911 during a domestic abuse incident by pretending to order a pizza.,legend,
An Alabama state senator published an open letter saying that the state of Georgia shouldn't have been allowed to compete in the Olympics.,FALSE,
79-year-old Wendy Robinson of Los Angeles came to the rescue of two LAPD officers with her AK-47 assault rifle when they were attacked by gang members.,False,
"A live poll conducted by ABC News in August 2016 shows Donald Trump, Jill Stein, and Gary Johnson all well ahead of Hillary Clinton.",FALSE,
A video captures African-American protesters targeting white people for mob violence during unrest in Milwaukee over the weekend of 13 August 2016.,Mixture,
The media ignored Kim Rhode's bronze medal-winning performance in the 2016 Summer Olympics due to her stance on gun rights.,FALSE,
"Schools in Kent, Washington, have removed pork from school menus because Muslim families were offended.",False,
Donald Trump campaign spokeswoman Katrina Pierson was arrested for shoplifting and continued to collect unemployment benefits while working.,mixture,
"The red-bellied pacu, an invasive species related to the piranha but with human-like teeth, is known to have bitten off men's testicles, killing at least two victims.",Mostly False,
Retailer Forever 21 is selling rings and other jewelry that include swastikas.,false,
"Ron Wayne was a third Apple co-founder, who in 1976 sold his 10% share in the company for $800",true,
Sharia law has been established in a jurisdiction in Texas.,false,
Fox News Channel CEO Roger Ailes said that 'the truth is whatever people will believe.',FALSE,
"A young woman named Elisa Lam disappeared under mysterious circumstances in Los Angeles, her body later found in a hotel's water tank.",true,
A photograph shows Donald Trump's solid gold toilet.,FALSE,
"Mike Pence once said that condoms are ""too modern"" and ""too liberal"" and offer a poor defense against sexually transmitted diseases.",mostly true,
"In the 1950s, a Las Vegas hotel completely drained their pool because black entertainer Dorothy Dandridge stuck her toe in the water.",legend,
A Toronto lawyer demonstrating the safety of window panes in a skyscraper plunged through a window to his death.,true,
An image shows a magazine DIY tip from the 1950s instructing readers to burn zinc batteries in the fireplace in order to prevent soot formation and produce colorful flames is real.,TRUE,
A 4-year-old boy was accused of hacking the FBI's databases.,false,
Donald Trump issued a tweet making disparaging comments about Utah.,FALSE,
"The CIA found a ""dead man's switch"" on the computer of the deceased father of a doctor treating Hillary Clinton for dementia.",false,
106 people were killed at an ISIS-related California music festival bombing.,False,
"A DNC staffer was killed in a ""mysterious explosion"" following the unsolved murder of a young man in Washington, D.C.",false,
The United States has approved plans to crossbreed animals and humans.,MIXTURE,
A set of photos draws a realistic comparison between the rebuilt city of Hiroshima 65 years after it was destroyed by an atomic bomb and the present-day urban decay of Detroit after 65 years of governance by the Democratic Party.,False,
Fifty Republican former national security officials issued an open letter affirming they would not vote for Donald Trump and deeming him dangerously unqualified.,true,
Donald Trump lamented that the news media are biased for accurately reporting his words and actions.,false,
A video shows a plan  a plane crash-landing on a beach.,FALSE,
The Iowa State Fair logo is rendered as a silo and two hay bales that strongly resemble a penis.,false,
Angelina Jolie committed suicide in August 2016.,FALSE,
Hillary Clinton strategist Bob Beckel called for the assassination of Wikileaks founder Julian Assange.,mixture,
Twitter is shutting down in 2017 due to cyberbullying.,FALSE,
Bees are born fully grown.,FALSE,
Actor Gary Sinise posted a witty retort  after Hillary Clinton tweeted a message about gun control.,FALSE,
"Camera phone video taken in a Mexican church shows a statue of Jesus Christ ""miraculously"" opening and closing its eyes.",False,
Ronald Reagan said he felt like he was shaking the President's hand when he met Donald Trump.,FALSE,
Iran's Tasnim News Agency blurred a woman volleyball player out of a photograph because she was in a bikini.,false,
"Bernie Sanders informed his supporters that he'd never tell them whom to vote for, and that if he did they shouldn't listen to him.",mixture,
Hillary Clinton cited Robert F. Kennedy's June 1968 assassination as a reason to remain in the presidential race against Barack Obama in 2008.,true,
Leaked medical records document that Hillary Clinton exhibits signs of dementia and serious illness.,false,
Marijuana dealers are using the popular game app Pokémon GO to hook children on drugs.,False,
"Edward Snowden was ""pronounced dead"" by his girlfriend in Russia in August 2016.",false,
Hillary Clinton travels with a doctor carrying a Diazepam pen in case she has a seizure.,UNPROVEN,
Viral image shows a real panda seated next to a human being in the business class section of a jetliner.,False,
Donald Trump won't release his tax returns because they reveal that he has donated millions of dollars to the North American Man/Boy Love Association.,False,
Democratic vice presidential candidate Tim Kaine admitted on Twitter to having an open marriage.,FALSE,
Hillary Clinton said in a speech that Christians in America must deny their faith in Christianity.,False,
"A poster reading ""Superman is coming in Supergirl"" was an official promotion by the CW network.",false,
